POS,BIB,ATHLETE,COUNTRY,MARK,RxnTime,Race,Round,Gender,Year
1,,Usain BOLT,JAMJAM,10.20 Q,0.186,100 m,Heats,M,2008
2,,Daniel BAILEY,ANTANT,10.24 Q,0.198,100 m,Heats,M,2008
3,,Vicente DE LIMA,BRABRA,10.26 Q,0.168,100 m,Heats,M,2008
4,,Henry VIZCAÍNO,CUBCUB,10.28 q,0.157,100 m,Heats,M,2008
5,,Fabio CERUTTI,ITAITA,10.49,0.136,100 m,Heats,M,2008
6,,Jurgen THEMEN,SURSUR,10.61,0.179,100 m,Heats,M,2008
7,,Moses KAMUT,VANVAN,10.81,0.181,100 m,Heats,M,2008
8,,Francis MANIORU,SOLSOL,11.09,0.197,100 m,Heats,M,2008
1,,Asafa POWELL,JAMJAM,10.16 Q,0.142,100 m,Heats,M,2008
2,,Kim COLLINS,SKNSKN,10.17 Q,0.162,100 m,Heats,M,2008
3,,Craig PICKERING,GBRGBR,10.21 Q,0.174,100 m,Heats,M,2008
4,,Daniel GRUESO,COLCOL,10.35 q,0.178,100 m,Heats,M,2008
5,,Dariusz KUC,POLPOL,10.44 q,0.144,100 m,Heats,M,2008
6,,Berenger Aymard BOSSE,CAFCAF,10.51,0.144,100 m,Heats,M,2008
7,,Aisea TOHI,TGATGA,11.17,0.159,100 m,Heats,M,2008
8,,Roman CRESS,MHLMHL,11.18,0.19,100 m,Heats,M,2008
1,,Richard THOMPSON,TTOTTO,10.24 Q,0.188,100 m,Heats,M,2008
2,,Martial MBANDJOCK,FRAFRA,10.26 Q,0.162,100 m,Heats,M,2008
3,,Simone COLLIO,ITAITA,10.32 Q,0.14,100 m,Heats,M,2008
4,,Aziz ZAKARI,GHAGHA,10.34 q,0.177,100 m,Heats,M,2008
5,,Andrew HINDS,BARBAR,10.35 q,0.14,100 m,Heats,M,2008
6,,Suryo Agung WIBOWO,INAINA,10.46,0.175,100 m,Heats,M,2008
7,,Jared LEWIS,VINVIN,11,0.123,100 m,Heats,M,2008
8,,Rabangaki NAWAI,KIRKIR,11.29,0.152,100 m,Heats,M,2008
1,,Michael FRATER,JAMJAM,10.15 Q,0.156,100 m,Heats,M,2008
2,,Pierre BROWNE,CANCAN,10.22 Q,0.141,100 m,Heats,M,2008
3,,Darrel BROWN,TTOTTO,10.22 Q,0.139,100 m,Heats,M,2008
4,,Nobuharu ASAHARA,JPNJPN,10.25 q,0.16,100 m,Heats,M,2008
5,,Holder DA SILVA,GBSGBS,10.58,0.184,100 m,Heats,M,2008
6,,Idrissa SANOU,BURBUR,10.63,0.171,100 m,Heats,M,2008
7,,Ghyd Kermeliss OLONGHOT,CGOCGO,11.01,0.172,100 m,Heats,M,2008
8,,Massoud AZIZI,AFGAFG,11.45,0.16,100 m,Heats,M,2008
1,,Tyson GAY,USAUSA,10.22 Q,0.148,100 m,Heats,M,2008
2,,Olusoji A. FASUBA,NGRNGR,10.29 Q,0.156,100 m,Heats,M,2008
3,,José Carlos MOREIRA,BRABRA,10.29 Q,0.192,100 m,Heats,M,2008
4,,Ángel David RODRÍGUEZ,ESPESP,10.34 q,0.145,100 m,Heats,M,2008
5,,Lukáš MILO,CZECZE,10.52,0.145,100 m,Heats,M,2008
6,,Mhadjou YOUSSOUF,COMCOM,10.62,0.17,100 m,Heats,M,2008
7,,Danny D'SOUZA,SEYSEY,11,0.18,100 m,Heats,M,2008
8,,Shanahan SANITOA,ASAASA,12.6,0.158,100 m,Heats,M,2008
1,,Tyrone EDGAR,GBRGBR,10.13 Q,0.138,100 m,Heats,M,2008
2,,Darvis PATTON,USAUSA,10.25 Q,0.149,100 m,Heats,M,2008
3,,Ronald POGNON,FRAFRA,10.26 Q,0.167,100 m,Heats,M,2008
4,,Kai HU,CHNCHN,10.39 q,0.152,100 m,Heats,M,2008
5,,Abdullah AL-SOOLI,OMAOMA,10.53,0.153,100 m,Heats,M,2008
6,,Desislav GUNEV,BULBUL,10.66,0.152,100 m,Heats,M,2008
7,,Ali SHAREEF,MDVMDV,11.11,0.171,100 m,Heats,M,2008
8,,Souksavanh TONSACKTHEVA,LAOLAO,11.51,0.183,100 m,Heats,M,2008
1,,Francis OBIKWELU,PORPOR,10.25 Q,0.19,100 m,Heats,M,2008
2,,Obinna METU,NGRNGR,10.34 Q,0.176,100 m,Heats,M,2008
3,,Walter DIX,USAUSA,10.35 Q,0.167,100 m,Heats,M,2008
4,,Anson HENRY,CANCAN,10.37 q,0.138,100 m,Heats,M,2008
5,,Dmytro HLUSHCHENKO,UKRUKR,10.57,0.2,100 m,Heats,M,2008
6,,Calvin KANG LI LOONG,SGPSGP,10.73,0.14,100 m,Heats,M,2008
7,,Jesse TAMANGROW,PLWPLW,11.38,0.146,100 m,Heats,M,2008
8,,Reginaldo MICHA NDONG,GEQGEQ,11.61,0.242,100 m,Heats,M,2008
1,,Derrick ATKINS,BAHBAH,10.28 Q,0.162,100 m,Heats,M,2008
2,,Andrey EPISHIN,RUSRUS,10.34 Q,0.172,100 m,Heats,M,2008
3,,Jaysuma SAIDY NDURE,NORNOR,10.37 Q,0.164,100 m,Heats,M,2008
4,,Uchenna EMEDOLU,NGRNGR,10.46 q,0.192,100 m,Heats,M,2008
5,,Suwaibou SANNEH,GAMGAM,10.52,0.157,100 m,Heats,M,2008
6,,Sandro VIANA,BRABRA,10.6,0.16,100 m,Heats,M,2008
7,,Chun Ho LAI,HKGHKG,10.63,0.199,100 m,Heats,M,2008
8,,Mohamed ABU ABDULLAH,BANBAN,11.07,0.174,100 m,Heats,M,2008
1,,Marc BURNS,TTOTTO,10.46 Q,0.16,100 m,Heats,M,2008
2,,Matic OSOVNIKAR,SLOSLO,10.46 Q,0.187,100 m,Heats,M,2008
3,,Rolando PALACIOS,HONHON,10.49,0.189,100 m,Heats,M,2008
4,,Ruslan ABBASOV,AZEAZE,10.58,0.154,100 m,Heats,M,2008
5,,Sébastien GATTUSO,MONMON,10.7,0.164,100 m,Heats,M,2008
6,,Jack HOWARD,FSMFSM,11.03,0.204,100 m,Heats,M,2008
7,,Gordon Teokotai HEATHER,COKCOK,11.41,0.214,100 m,Heats,M,2008
,,Samuel FRANCIS,QATQAT,DQ,0.153,100 m,Heats,M,2008
1,,Churandy MARTINA,AHOAHO,10.35 Q,0.164,100 m,Heats,M,2008
2,,Naoki TSUKAHARA,JPNJPN,10.39 Q,0.169,100 m,Heats,M,2008
3,,Simeon WILLIAMSON,GBRGBR,10.42 Q,0.183,100 m,Heats,M,2008
4,,Tobias UNGER,GERGER,10.46 q,0.161,100 m,Heats,M,2008
5,,Franklin NAZARENO,ECUECU,10.6,0.178,100 m,Heats,M,2008
6,,Wilfried BINGANGOYE,GABGAB,10.87,0.171,100 m,Heats,M,2008
7,,Moumi SEBERGUE,CHACHA,11.14,0.21,100 m,Heats,M,2008
8,,Okilani TINILAU,TUVTUV,11.48,0.174,100 m,Heats,M,2008
1,,Churandy MARTINA,AHOAHO,9.99 Q,0.142,100 m,Quarter,M,2008
2,,Michael FRATER,JAMJAM,10.09 Q,0.154,100 m,Quarter,M,2008
3,,Naoki TSUKAHARA,JPNJPN,10.23 Q,0.156,100 m,Quarter,M,2008
4,,Simeon WILLIAMSON,GBRGBR,10.32,0.127,100 m,Quarter,M,2008
5,,Henry VIZCAÍNO,CUBCUB,10.33,0.167,100 m,Quarter,M,2008
6,,Pierre BROWNE,CANCAN,10.36,0.144,100 m,Quarter,M,2008
7,,Dariusz KUC,POLPOL,10.46,0.176,100 m,Quarter,M,2008
8,,Darrel BROWN,TTOTTO,10.93,0.119,100 m,Quarter,M,2008
1,,Richard THOMPSON,TTOTTO,9.99 Q,0.17,100 m,Quarter,M,2008
2,,Tyson GAY,USAUSA,10.09 Q,0.146,100 m,Quarter,M,2008
3,,Martial MBANDJOCK,FRAFRA,10.16 Q,0.16,100 m,Quarter,M,2008
4,,Olusoji A. FASUBA,NGRNGR,10.21,0.147,100 m,Quarter,M,2008
5,,Andrew HINDS,BARBAR,10.25,0.148,100 m,Quarter,M,2008
6,,José Carlos MOREIRA,BRABRA,10.32,0.193,100 m,Quarter,M,2008
7,,Simone COLLIO,ITAITA,10.33,0.138,100 m,Quarter,M,2008
8,,Daniel GRUESO,COLCOL,10.37,0.193,100 m,Quarter,M,2008
1,,Marc BURNS,TTOTTO,10.05 Q,0.174,100 m,Quarter,M,2008
2,,Kim COLLINS,SKNSKN,10.07 Q,0.15,100 m,Quarter,M,2008
3,,Tyrone EDGAR,GBRGBR,10.10 Q,0.13,100 m,Quarter,M,2008
4,,Ronald POGNON,FRAFRA,10.21,0.167,100 m,Quarter,M,2008
5,,Matic OSOVNIKAR,SLOSLO,10.24,0.171,100 m,Quarter,M,2008
6,,Tobias UNGER,GERGER,10.36,0.136,100 m,Quarter,M,2008
7,,Nobuharu ASAHARA,JPNJPN,10.37,0.145,100 m,Quarter,M,2008
,,Samuel FRANCIS,QATQAT,DQ,0.164,100 m,Quarter,M,2008
1,,Usain BOLT,JAMJAM,9.92 Q,0.165,100 m,Quarter,M,2008
2,,Darvis PATTON,USAUSA,10.04 Q,0.159,100 m,Quarter,M,2008
3,,Francis OBIKWELU,PORPOR,10.09 Q,0.168,100 m,Quarter,M,2008
4,,Jaysuma SAIDY NDURE,NORNOR,10.14,0.133,100 m,Quarter,M,2008
5,,Craig PICKERING,GBRGBR,10.18,0.144,100 m,Quarter,M,2008
6,,Obinna METU,NGRNGR,10.27,0.174,100 m,Quarter,M,2008
7,,Anson HENRY,CANCAN,10.33,0.142,100 m,Quarter,M,2008
8,,Ángel David RODRÍGUEZ,ESPESP,10.35,0.154,100 m,Quarter,M,2008
1,,Asafa POWELL,JAMJAM,10.02 Q,0.149,100 m,Quarter,M,2008
2,,Walter DIX,USAUSA,10.08 Q,0.163,100 m,Quarter,M,2008
3,,Derrick ATKINS,BAHBAH,10.14 Q,0.179,100 m,Quarter,M,2008
4,,Daniel BAILEY,ANTANT,10.23,0.149,100 m,Quarter,M,2008
5,,Aziz ZAKARI,GHAGHA,10.24,0.167,100 m,Quarter,M,2008
6,,Andrey EPISHIN,RUSRUS,10.25,0.158,100 m,Quarter,M,2008
7,,Vicente DE LIMA,BRABRA,10.31,0.157,100 m,Quarter,M,2008
8,,Kai HU,CHNCHN,10.4,0.165,100 m,Quarter,M,2008
1,,Usain BOLT,JAMJAM,9.85 Q,0.161,100 m,Semi,M,2008
2,,Walter DIX,USAUSA,9.95 Q,0.143,100 m,Semi,M,2008
3,,Marc BURNS,TTOTTO,9.97 Q,0.124,100 m,Semi,M,2008
4,,Michael FRATER,JAMJAM,10.01 Q,0.163,100 m,Semi,M,2008
5,,Kim COLLINS,SKNSKN,10.05,0.163,100 m,Semi,M,2008
6,,Derrick ATKINS,BAHBAH,10.13,0.159,100 m,Semi,M,2008
7,,Tyrone EDGAR,GBRGBR,10.18,0.143,100 m,Semi,M,2008
,,Samuel FRANCIS,QATQAT,DQ,0.146,100 m,Semi,M,2008
1,,Asafa POWELL,JAMJAM,9.91 Q,0.161,100 m,Semi,M,2008
2,,Richard THOMPSON,TTOTTO,9.93 Q,0.175,100 m,Semi,M,2008
3,,Churandy MARTINA,AHOAHO,9.94 Q,0.138,100 m,Semi,M,2008
4,,Darvis PATTON,USAUSA,10.03 Q,0.149,100 m,Semi,M,2008
5,,Tyson GAY,USAUSA,10.05,0.145,100 m,Semi,M,2008
6,,Francis OBIKWELU,PORPOR,10.1,0.157,100 m,Semi,M,2008
7,,Naoki TSUKAHARA,JPNJPN,10.16,0.143,100 m,Semi,M,2008
8,,Martial MBANDJOCK,FRAFRA,10.18,0.148,100 m,Semi,M,2008
1,,Usain BOLT,JAMJAM,9.69,0.165,100 m,Final,M,2008
2,,Richard THOMPSON,TTOTTO,9.89,0.133,100 m,Final,M,2008
3,,Walter DIX,USAUSA,9.91,0.133,100 m,Final,M,2008
4,,Churandy MARTINA,AHOAHO,9.93,0.169,100 m,Final,M,2008
5,,Asafa POWELL,JAMJAM,9.95,0.134,100 m,Final,M,2008
6,,Michael FRATER,JAMJAM,9.97,0.147,100 m,Final,M,2008
7,,Marc BURNS,TTOTTO,10.01,0.145,100 m,Final,M,2008
8,,Darvis PATTON,USAUSA,10.03,0.142,100 m,Final,M,2008
1,,Torri EDWARDS,USAUSA,11.26 Q,0.169,100 m,Heats,F,2008
2,,Jeanette KWAKYE,GBRGBR,11.30 Q,0.142,100 m,Heats,F,2008
3,,Myriam Léonie MANI,CMRCMR,11.64 Q,0.151,100 m,Heats,F,2008
4,,Inna EFTIMOVA,BULBUL,11.67,0.189,100 m,Heats,F,2008
5,,Jing WANG,CHNCHN,11.87,0.188,100 m,Heats,F,2008
6,,Ani KHACHIKYAN,ARMARM,12.76,0.204,100 m,Heats,F,2008
7,,Ivana ROŽHMAN,MKDMKD,12.92,0.233,100 m,Heats,F,2008
8,,Peoria KOSHIBA,PLWPLW,13.18,0.174,100 m,Heats,F,2008
9,,Buthaina AL-YAQOOBI,OMAOMA,13.9,0.18,100 m,Heats,F,2008
1,,Christine ARRON,FRAFRA,11.37 Q,0.25,100 m,Heats,F,2008
2,,Lauryn WILLIAMS,USAUSA,11.38 Q,0.183,100 m,Heats,F,2008
3,,Tahesia HARRIGAN-SCOTT,IVBIVB,11.46 Q,0.188,100 m,Heats,F,2008
4,,Lucimar Aparecida DE MOURA,BRABRA,11.60 q,0.163,100 m,Heats,F,2008
5,,Sherry FLETCHER,GRNGRN,11.65,0.187,100 m,Heats,F,2008
6,,Danah HUSSEIN,IRQIRQ,12.36,,100 m,Heats,F,2008
7,,Sadaf SIDDIQUI,PAKPAK,12.41,0.273,100 m,Heats,F,2008
8,,Asenate MANOA,TUVTUV,14.05,0.205,100 m,Heats,F,2008
1,,Muna LEE,USAUSA,11.33 Q,0.219,100 m,Heats,F,2008
2,,Anita PISTONE,ITAITA,11.43 Q,0.179,100 m,Heats,F,2008
3,,Guzel KHUBBIEVA,UZBUZB,11.44 Q,0.142,100 m,Heats,F,2008
4,,Virgil HODGE,SKNSKN,11.48 q,0.194,100 m,Heats,F,2008
5,,Natalia RUSAKOVA,RUSRUS,11.61 q,0.201,100 m,Heats,F,2008
6,,Kin Yee WAN,HKGHKG,12.37,0.151,100 m,Heats,F,2008
7,,Gharid GHROUF,PLEPLE,13.07,0.242,100 m,Heats,F,2008
8,,Elis LAPENMAL,VANVAN,13.31,0.215,100 m,Heats,F,2008
9,,Bonko CAMARA,MTNMTN,13.69,0.202,100 m,Heats,F,2008
1,,Chandra STURRUP,BAHBAH,11.30 Q,0.246,100 m,Heats,F,2008
2,,Kelly-Ann BAPTISTE,TTOTTO,11.39 Q,0.204,100 m,Heats,F,2008
3,,Lina GRINCIKAITÉ-SAMUOLE,LTULTU,11.43 Q,0.168,100 m,Heats,F,2008
4,,Semoy HACKETT,TTOTTO,11.53 q,0.21,100 m,Heats,F,2008
5,,Affoué Amandine ALLOU,CIVCIV,11.75,0.204,100 m,Heats,F,2008
6,,Valentina MEREDOVA,TKMTKM,11.94,0.247,100 m,Heats,F,2008
7,,Tit Linda SOU,CAMCAM,12.98,0.183,100 m,Heats,F,2008
8,,Fathia ALI BOURALEH,DJIDJI,14.29,0.28,100 m,Heats,F,2008
1,,Kim GEVAERT,BELBEL,11.33 Q,0.156,100 m,Heats,F,2008
2,,Yuliya NESTSIARENKA,BLRBLR,11.40 Q,0.175,100 m,Heats,F,2008
3,,Thi Huong VU,VIEVIE,11.65 Q,0.207,100 m,Heats,F,2008
4,,Halimat ISMAILA,NGRNGR,11.72,0.2,100 m,Heats,F,2008
5,,Chisato FUKUSHIMA,JPNJPN,11.74,0.162,100 m,Heats,F,2008
6,,Sonia WILLIAMS,ANTANT,12.04,0.198,100 m,Heats,F,2008
7,,Cora ALICTO,GUMGUM,13.31,0.199,100 m,Heats,F,2008
8,,Robina MUQIMYAR,AFGAFG,14.8,0.263,100 m,Heats,F,2008
1,,Shelly-Ann FRASER-PRYCE,JAMJAM,11.35 Q,0.193,100 m,Heats,F,2008
2,,Vida ANIM,GHAGHA,11.47 Q,0.17,100 m,Heats,F,2008
3,,Ruddy ZANG MILAMA,GABGAB,11.62 Q,0.187,100 m,Heats,F,2008
4,,Laura TURNER,GBRGBR,11.65,0.174,100 m,Heats,F,2008
5,,Nirinaharifidy RAMILIJAONA,MADMAD,12.07,0.19,100 m,Heats,F,2008
6,,Tamicka CLARKE,BAHBAH,12.16,0.172,100 m,Heats,F,2008
7,,Montserrat PUJOL,ANDAND,12.73,0.225,100 m,Heats,F,2008
8,,Jessica AGUILERA,NCANCA,13.15,0.195,100 m,Heats,F,2008
9,,Pauline KWALEA,SOLSOL,13.28,0.166,100 m,Heats,F,2008
1,,Ivet LALOVA-COLLIO,BULBUL,11.33 Q,0.162,100 m,Heats,F,2008
2,,Montell DOUGLAS,GBRGBR,11.36 Q,0.167,100 m,Heats,F,2008
3,,Virgen BENAVIDES,CUBCUB,11.45 Q,0.178,100 m,Heats,F,2008
4,,Ene Franca IDOKO,NGRNGR,11.61 q,0.177,100 m,Heats,F,2008
5,,Pia TAJNIKAR,SLOSLO,11.82,0.181,100 m,Heats,F,2008
6,,Feta AHAMADA,COMCOM,11.88,0.172,100 m,Heats,F,2008
7,,Fatou TIYANA,GAMGAM,12.25,0.19,100 m,Heats,F,2008
8,,Beauty NAZMUNNAHAR,BANBAN,12.52,0.19,100 m,Heats,F,2008
1,,Oludamola OSAYOMI,NGRNGR,11.13 Q,0.206,100 m,Heats,F,2008
2,,Debbie FERGUSON-MCKENZIE,BAHBAH,11.17 Q,0.166,100 m,Heats,F,2008
3,,Daria KORCZYNSKA,POLPOL,11.22 Q,0.159,100 m,Heats,F,2008
4,,Yomara HINESTROZA,COLCOL,11.39 q,0.171,100 m,Heats,F,2008
5,,Sasha SPRINGER,TTOTTO,11.55 q,0.186,100 m,Heats,F,2008
6,,Mae KOIME,PNGPNG,11.68,0.2,100 m,Heats,F,2008
7,,Hinikissia Albertine NDIKERT,CHACHA,12.55,0.207,100 m,Heats,F,2008
8,,Magali FRANKA,CODCOD,12.57,0.224,100 m,Heats,F,2008
1,,Evgeniya POLYAKOVA,RUSRUS,11.24 Q,0.176,100 m,Heats,F,2008
2,,Jade BAILEY,BARBAR,11.46 Q,0.194,100 m,Heats,F,2008
3,,Sherone SIMPSON,JAMJAM,11.48 Q,0.172,100 m,Heats,F,2008
4,,Natalia POHREBNIAK,UKRUKR,11.60 q,0.144,100 m,Heats,F,2008
5,,Tezzhan NAIMOVA,BULBUL,11.7,0.178,100 m,Heats,F,2008
6,,Jutamass TAWONCHAROEN,THATHA,11.82,0.188,100 m,Heats,F,2008
7,,Waseelah Fadhl SAAD,YEMYEM,13.6,0.232,100 m,Heats,F,2008
8,,Maria IKELAP,FSMFSM,13.73,,100 m,Heats,F,2008
9,,Philaylack SACKPRASEUTH,LAOLAO,13.86,0.264,100 m,Heats,F,2008
1,,Kerron STEWART,JAMJAM,11.28 Q,0.197,100 m,Heats,F,2008
2,,Ezinne OKPARAEBO,NORNOR,11.32 Q,0.163,100 m,Heats,F,2008
3,,LaVerne JONES-FERRETTE,ISVISV,11.41 Q,0.179,100 m,Heats,F,2008
4,,Barbara PIERRE,HAIHAI,11.52 q,0.165,100 m,Heats,F,2008
5,,Natalya MURINOVICH,RUSRUS,11.55 q,0.179,100 m,Heats,F,2008
6,,Charlene ATTARD,MLTMLT,12.2,0.176,100 m,Heats,F,2008
7,,Michaela KARGBO,SLESLE,12.54,0.231,100 m,Heats,F,2008
8,,Milena MILAŠEVIC,MNEMNE,12.65,0.218,100 m,Heats,F,2008
9,,Chandra Kala THAPA,NEPNEP,13.15,0.214,100 m,Heats,F,2008
1,,Shelly-Ann FRASER-PRYCE,JAMJAM,11.06 Q,0.249,100 m,Quarter,F,2008
2,,Evgeniya POLYAKOVA,RUSRUS,11.13 Q,0.197,100 m,Quarter,F,2008
3,,Jeanette KWAKYE,GBRGBR,11.18 Q,0.174,100 m,Quarter,F,2008
4,,Virgil HODGE,SKNSKN,11.45,0.217,100 m,Quarter,F,2008
5,,LaVerne JONES-FERRETTE,ISVISV,11.55,0.231,100 m,Quarter,F,2008
6,,Myriam Léonie MANI,CMRCMR,11.65,0.182,100 m,Quarter,F,2008
7,,Ene Franca IDOKO,NGRNGR,11.66,0.184,100 m,Quarter,F,2008
8,,Jade BAILEY,BARBAR,11.67,0.234,100 m,Quarter,F,2008
1,,Sherone SIMPSON,JAMJAM,11.02 Q,0.153,100 m,Quarter,F,2008
2,,Muna LEE,USAUSA,11.08 Q,0.173,100 m,Quarter,F,2008
3,,Chandra STURRUP,BAHBAH,11.16 Q,0.179,100 m,Quarter,F,2008
4,,Montell DOUGLAS,GBRGBR,11.38,0.165,100 m,Quarter,F,2008
5,,Virgen BENAVIDES,CUBCUB,11.4,0.169,100 m,Quarter,F,2008
6,,Kelly-Ann BAPTISTE,TTOTTO,11.42,0.19,100 m,Quarter,F,2008
7,,Natalya MURINOVICH,RUSRUS,11.51,0.188,100 m,Quarter,F,2008
8,,Natalia POHREBNIAK,UKRUKR,11.55,0.151,100 m,Quarter,F,2008
1,,Debbie FERGUSON-MCKENZIE,BAHBAH,11.21 Q,0.162,100 m,Quarter,F,2008
2,,Oludamola OSAYOMI,NGRNGR,11.28 Q,0.183,100 m,Quarter,F,2008
3,,Vida ANIM,GHAGHA,11.32 Q,0.169,100 m,Quarter,F,2008
4,,Christine ARRON,FRAFRA,11.36,0.191,100 m,Quarter,F,2008
5,,Daria KORCZYNSKA,POLPOL,11.41,0.151,100 m,Quarter,F,2008
6,,Natalia RUSAKOVA,RUSRUS,11.49,0.186,100 m,Quarter,F,2008
7,,Yomara HINESTROZA,COLCOL,11.66,0.17,100 m,Quarter,F,2008
8,,Thi Huong VU,VIEVIE,11.7,0.186,100 m,Quarter,F,2008
1,,Kerron STEWART,JAMJAM,10.98 Q,0.156,100 m,Quarter,F,2008
2,,Lauryn WILLIAMS,USAUSA,11.07 Q,0.15,100 m,Quarter,F,2008
3,,Kim GEVAERT,BELBEL,11.10 Q,0.149,100 m,Quarter,F,2008
4,,Yuliya NESTSIARENKA,BLRBLR,11.14 q,0.187,100 m,Quarter,F,2008
5,,Tahesia HARRIGAN-SCOTT,IVBIVB,11.36,0.156,100 m,Quarter,F,2008
6,,Semoy HACKETT,TTOTTO,11.46,0.162,100 m,Quarter,F,2008
7,,Guzel KHUBBIEVA,UZBUZB,11.49,0.152,100 m,Quarter,F,2008
8,,Lucimar Aparecida DE MOURA,BRABRA,11.67,0.152,100 m,Quarter,F,2008
1,,Torri EDWARDS,USAUSA,11.31 Q,0.16,100 m,Quarter,F,2008
2,,Lina GRINCIKAITÉ-SAMUOLE,LTULTU,11.33 Q,0.161,100 m,Quarter,F,2008
3,,Ivet LALOVA-COLLIO,BULBUL,11.40 Q,0.181,100 m,Quarter,F,2008
4,,Ezinne OKPARAEBO,NORNOR,11.45,0.169,100 m,Quarter,F,2008
5,,Barbara PIERRE,HAIHAI,11.56,0.197,100 m,Quarter,F,2008
6,,Anita PISTONE,ITAITA,11.56,0.148,100 m,Quarter,F,2008
7,,Ruddy ZANG MILAMA,GABGAB,11.59,0.191,100 m,Quarter,F,2008
8,,Sasha SPRINGER,TTOTTO,11.71,0.204,100 m,Quarter,F,2008
1,,Shelly-Ann FRASER-PRYCE,JAMJAM,11.00 Q,0.217,100 m,Semi,F,2008
2,,Muna LEE,USAUSA,11.06 Q,0.155,100 m,Semi,F,2008
3,,Lauryn WILLIAMS,USAUSA,11.10 Q,0.174,100 m,Semi,F,2008
4,,Sherone SIMPSON,JAMJAM,11.11 Q,0.166,100 m,Semi,F,2008
5,,Chandra STURRUP,BAHBAH,11.22,0.159,100 m,Semi,F,2008
6,,Lina GRINCIKAITÉ-SAMUOLE,LTULTU,11.5,0.163,100 m,Semi,F,2008
7,,Ivet LALOVA-COLLIO,BULBUL,11.51,0.171,100 m,Semi,F,2008
8,,Vida ANIM,GHAGHA,11.51,0.189,100 m,Semi,F,2008
1,,Kerron STEWART,JAMJAM,11.05 Q,0.202,100 m,Semi,F,2008
2,,Torri EDWARDS,USAUSA,11.18 Q,0.174,100 m,Semi,F,2008
3,,Jeanette KWAKYE,GBRGBR,11.19 Q,0.156,100 m,Semi,F,2008
4,,Debbie FERGUSON-MCKENZIE,BAHBAH,11.22 Q,0.184,100 m,Semi,F,2008
5,,Yuliya NESTSIARENKA,BLRBLR,11.26,0.156,100 m,Semi,F,2008
6,,Kim GEVAERT,BELBEL,11.3,0.194,100 m,Semi,F,2008
7,,Evgeniya POLYAKOVA,RUSRUS,11.38,0.173,100 m,Semi,F,2008
8,,Oludamola OSAYOMI,NGRNGR,11.44,0.208,100 m,Semi,F,2008
1,,Shelly-Ann FRASER-PRYCE,JAMJAM,10.78,0.19,100 m,Final,F,2008
2,,Sherone SIMPSON,JAMJAM,10.98,0.155,100 m,Final,F,2008
2,,Kerron STEWART,JAMJAM,10.98,0.232,100 m,Final,F,2008
4,,Lauryn WILLIAMS,USAUSA,11.03,0.149,100 m,Final,F,2008
5,,Muna LEE,USAUSA,11.07,0.234,100 m,Final,F,2008
6,,Jeanette KWAKYE,GBRGBR,11.14,0.161,100 m,Final,F,2008
7,,Debbie FERGUSON-MCKENZIE,BAHBAH,11.19,0.167,100 m,Final,F,2008
8,,Torri EDWARDS,USAUSA,11.2,0.179,100 m,Final,F,2008
1,,Susanna KALLUR,SWESWE,12.68 Q,0.194,100 m H,Heats,F,2008
2,,Nevin YANIT,TURTUR,12.94 q,0.186,100 m H,Heats,F,2008
3,,Aurelia TRYWIANSKA-KOLLASCH,POLPOL,12.98 q,0.181,100 m H,Heats,F,2008
4,,Micol CATTANEO,ITAITA,13.13,0.179,100 m H,Heats,F,2008
5,,Lucie ŠKROBÁKOVÁ,CZECZE,13.18,0.186,100 m H,Heats,F,2008
6,,Ekaterina POPLAVSKAYA,BLRBLR,13.39,0.173,100 m H,Heats,F,2008
7,,Miriam CUPÁKOVÁ,SVKSVK,13.65,0.23,100 m H,Heats,F,2008
,,Josephine ONYIA,ESPESP,DQ,0.166,100 m H,Heats,F,2008
1,,Vonette DIXON,JAMJAM,12.69 Q,0.186,100 m H,Heats,F,2008
2,,Priscilla LOPES-SCHLIEP,CANCAN,12.75 Q,0.13,100 m H,Heats,F,2008
3,,Damu CHERRY,USAUSA,12.92 q,0.23,100 m H,Heats,F,2008
4,,Carolin DIETRICH,GERGER,12.95 q,0.189,100 m H,Heats,F,2008
5,,Aleksandra ANTONOVA,RUSRUS,13.18,0.158,100 m H,Heats,F,2008
6,,Derval O'ROURKE,IRLIRL,13.22,0.152,100 m H,Heats,F,2008
7,,Maíla MACHADO,BRABRA,13.45,0.178,100 m H,Heats,F,2008
8,,Fadwa AL BOUZA,SYRSYR,14.24,0.262,100 m H,Heats,F,2008
1,,Delloreen ENNIS-LONDON,JAMJAM,12.82 Q,0.142,100 m H,Heats,F,2008
2,,Sally PEARSON,AUSAUS,12.83 Q,0.136,100 m H,Heats,F,2008
3,,Sarah CLAXTON,GBRGBR,12.97 q,0.166,100 m H,Heats,F,2008
4,,Yuliya KONDAKOVA,RUSRUS,13.07,0.193,100 m H,Heats,F,2008
5,,Angela WHYTE,CANCAN,13.11,0.153,100 m H,Heats,F,2008
6,,Yenima ARENCIBIA,CUBCUB,13.43,0.186,100 m H,Heats,F,2008
7,,Flóra REDOÚMI,GREGRE,13.56,0.172,100 m H,Heats,F,2008
8,,Edit VÁRI,HUNHUN,13.59,0.175,100 m H,Heats,F,2008
1,,LoLo JONES,USAUSA,12.71 Q,0.16,100 m H,Heats,F,2008
2,,Anay TEJEDA,CUBCUB,12.84 Q,0.158,100 m H,Heats,F,2008
